sku;brand;image;title;description;price;category
86830;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/d3b39fca-5aa5-49fd-8355-894e2c6c0488/86830_default.jpg;"RF P3S-1X10/P3L-S10 ""shallow"" baskasse";Rockford Fosgate P3S-1X10 / 25 cm (10”) Sealed Subwoofer System / 300/600 Watts RMS/MAX. / 1 Ω / 34,3 x 48,3 x 13,5 / 8,4 cm;2249;ICE-RF-hjt
86921;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/b9f1994a-0a66-4dde-a1e6-6fa4ebf33d77/86921_default.jpg;RF POP-SKULL-L t-shirt;;0;ICE-RF-div
87041;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/2d9333d7-5306-4ac3-bba8-e01b9988f0ab/r14x2_group_default.jpg;RF R14X2;"Rockford Fosgate R14X2 / 10 cm (4"") Coaxial / 30/60 Watts RMS/MAX. / SPL 85 dB / 100 Hz - 20 kHz / ‡ 44 mm / Ø 92 mm";539;ICE-RF-hjt
87054;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/55d91970-79b5-4b26-830f-c68c4ba46e10/r165-s-group418x232_default.jpg;RF R165-S;16 cm (6”) Component System;749;ICE-RF-hjt
87058;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/a1aa93eb-006e-4c56-8f08-5004df6596ef/87058_default.png;RF R169X2;15 x 23 cm (6 x 9er) Coaxial;749;ICE-RF-hjt
87059;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/2e3769b5-e886-40d4-977c-fe0294236333/87059_default.png;RF R169X3;15 x 23 cm (6 x 9er) Triaxial;749;ICE-RF-hjt
87072;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/69ca1b17-323a-4bca-baf5-c1656dfb5232/87072_default.png;"RF R2SD4-10"" Prime R2 Shallow subwoofer";"25 cm (10"") Shallow Subwoofer";969;ICE-RF-hjt
87075;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/7a977396-2526-4f6f-87cc-7f2070ab089f/87075_default.jpg;"RF R2SD2-12"" Prime R2 Shallow subwoofer";"30 cm (12"") Shallow Subwoofer";1079;ICE-RF-hjt
87078;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/345ca495-6971-4801-a968-af51ee210ff0/87078_default.jpg;"RF R2D2-12 Prime R2 12"" subwoofer 2 ohm";"30 cm (12"") Subwoofer";859;ICE-RF-hjt
87096;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/1d9c1d61-9e7e-44bb-a1f3-0712d70fbc36/87096_default.png;RF R1S4-10 Prime;25 cm Subwoofer;629;ICE-RF-hjt
87097;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/9c79bd03-f491-40ed-9c66-997f0798a9f8/87097_default.png;RF R1S4-12 Prime;30 cm Subwoofer ;649;ICE-RF-hjt
87115;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/ebd2d5fb-abfe-4fea-84a7-bf38d48dc65c/87115_default.jpg;RF R2-200x2 Prime 2CH amp;Rockford Fosgate R2-200X2 / Class D 2-Channel Forstærker / 2 x 50/100 Watts/RMS @ 4/2 Ω / 1 x 200 Watts/RMS @ 4 Ω bridged / Highpass/Lowpass 50-250 Hz / Dimensions: 205 x 173 x 49 mm;1929;ICE-RF-amp
87119;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/d839d100-39a4-4840-9094-89bf604d59c8/87119_default.jpg;RF R2-250x1 Prime 1CH amp;Rockford Fosgate R2-250X1 / Class D Mono Forstærker / 1 x 160/250 Watts/RMS @ 4/2 Ω / Lowpass 50-250 Hz, Infrasonic 15-40 Hz / Dimensions: 205 x 173 x 49 mm;1929;ICE-RF-amp
87121;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/bcbb3f16-f312-41c9-9d69-19e80adc7b89/87121_default.jpg;RF R2-750x1 Prime 1CH amp;Rockford Fosgate R2-750X1 / Class D Mono Forstærker / 1 x 250/500/750 Watts/RMS @ 4/2/1 Ω / Lowpass 50-250 Hz, Infrasonic 15-40 Hz / Dimensions: 255 x 173 x 49 mm;2999;ICE-RF-amp
80877;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/6e67e3e8-14c6-49b0-bad5-96785ffcb62e/80876_default.png;RF RFI-20;Rockford Fosgate RFI-20 / 6,0 m Twisted Stereo RCA Cable;109;ICE-RF-mon
80896;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/8ba7abd9-bbec-4f02-8ad8-424beddfdcb2/80896_default.jpg;RF RFIY-1F splitkabel (1-F til 2-M);Rockford Fosgate RFIY-1F / Twisted RCA Y-Adapter 1F/2M;109;ICE-RF-mon
80905;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/7a93fc57-52ff-4243-a7e1-96ef74d9db81/80905_default.jpg;RF RFFDAGU sikringsholder 2 AGU;Rockford Fosgate RFFDAGU / Platinum plated AGU sikringsholder / Tværsnit 21,1mm²/8,3mm²;329;ICE-RF-mon
80908;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/362fcc49-0bf9-45b7-82c5-34dbb912f665/80908_default.png;RF RFFAGU fordelerblok, 1ind/3 ud (AGU);Rockford Fosgate RFFAGU / Platinum plated AGU sikringsholder/forderlerblok / Tværsnit 21,1mm²/8,3mm²;109;ICE-RF-mon
85160;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/0148a507-8533-4f06-8af3-886141589b69/85160_default.png;RF P500X2 Punch 2-kanals forstærker;Rockford Fosgate P500X2 / Class-ab 2-Channel Forstærker / 2 x 150/250 Watts/RMS @ 4 / 2 Ω / 1 x 500 Watts/RMS @ 4 Ω bridged / Dimensions: 197 x 61 x 337 mm;3539;ICE-RF-amp
85163;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/b6d6100f-cd0a-4bed-93f1-5dcace85b75c/85163_default.png;RF P300-10T Punch subbox;Rockford Fosgate P300-10T / 25 cm Sealed Powered Truck Enclosure / Output Power 300 Watts RMS / Dimensions: 33,8 x 55,2 x 20/12,2 cm;2899;ICE-RF-hjt
85180;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/8ce6fe36-1b12-4e9c-86a7-b6041c0a0f42/85180_default.png;RF T2500-1BDCP;Rockford Fosgate T2500-1BDCP / Class-bdCP Mono Forstærker / 1 x 1500 Watts/RMS @ 4 Ω / 1 x 2500 Watts/RMS @ 2 Ω / 1 x 2500 Watts/RMS @ 1 Ω / 0°/180° Phase Switch  LED Dual-Signal VU Meters / Dimensions: 207 x 54 x 556 mm;12109;ICE-RF-amp
85190;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/3e3d93f0-fa1d-4d78-b1c6-7a807bd732d6/85190_default.png;RF P500x1bd Punch mono-forstærker;Rockford Fosgate P500X1BD / Class-bd Mono Forstærker / 1 x 150 /300/500 Watts/RMS @ 4 /2/1 Ω / Highpass/Lowpass 50-250 Hz / Punch EQ 0-18 dB Bass Boost (45Hz) / Dimensions: 197 x 61 x 280 mm;3539;ICE-RF-amp
85207;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/0c60c928-ae79-42f7-97c1-55b6c41dc26f/85200_default.jpg;RF PBR400X4D Punch BRT forstærker;Rockford Fosgate PBR400X4D / Class-d 4-Channel Forstærker / 4 x 50/100 Watts/RMS @ 4/2 Ω / Low-Pass/High-Pass 60 or 80Hz @ 12dB/oct / Frequency Response 20Hz-20kHz +/-1db / Dimensions: 108 x 39 x 172 mm;2789;ICE-RF-amp
85307;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/0eb64381-1e7f-49e9-b37f-75fce6d32714/85307_default.png;RF P1000X5;Rockford Fosgate P1000X5 / Class-ab & bd 5-Channel Forstærker / Class-ab 4 x 75/125 Watts/RMS @ 4/2 Ω / Class-bd 1 x 200/400/500 Watts @ 4/2/1 Ω / HP/LP 50-250 Hz / CH5: LP 50-250 Hz, 28 Hz Infrasonic Filter / Dimensions: 197 x 61 x 382 mm;6429;ICE-RF-amp
85310;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/ce82f00f-f1ed-4f78-9dd7-019b440deba3/85310_default.png;RF P1000X2;Rockford Fosgate P1000X2 / Class-ab 2-Channel Forstærker / 2 x 300/500 Watts/RMS @ 4/2 Ω / 1 x 1000 Watts/RMS @ 4 Ω bridged / Dimensions: 197 x 61 x 382 mm;5149;ICE-RF-amp
85324;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/c172c053-13ac-476f-97a9-9cb4177acfba/85324_default.png;RF PLC2;Rockford Fosgate PLC2 / Remote Punch Level Control / Fjernstyret kablet niveaukontrol / Fungerer sammen med indbygget forstærkningskontrol / Dobbeltfunktions LED (strøm/klipper) / Styrer niveauet, når delefilteret er indstillet til LP (Low-Pass) / Styrer niveauet på bagudgangene på 4-kanals forstærkere / Monteres bekvemt under instrumentbrættet, inde i midterkonsollen eller handskerum / Inkluderer basknop, kabel, monteringsclips, monteringsskruer;329;ICE-RF-amp
85375;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/1ca4f076-ddb3-43ea-8984-2e3bcf22a6f4/85375_default.png;RF T1500-1BDCP Power forstærker;Rockford Fosgate T1500-1BDCP / Class-bdCP Mono Forstærker / 1 x 1000 Watts/RMS @ 4 Ω / 1 x 1500 Watts/RMS @ 2 Ω / 1 x 1500 Watts/RMS @ 1 Ω / Dimensions: 207 x 54 x 379 mm;6539;ICE-RF-amp
86356;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/5fae870c-c5f0-4840-b23a-5fea72ae6d9a/86356_default.png;RF P1572;Rockford Fosgate P1572 / 5 x 7er Coaxial / 60/120 Watts RMS/MAX. / SPL 89 dB / 75 Hz - 22 kHz / ‡ 56 mm / Ø 127 x 178 mm;749;ICE-RF-hjt
86362;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/1277a41c-9574-44d5-8a10-5d905990a20b/86362_default.png;"RF P1462 coaxial 4x6"" højt.sæt";"Rockford Fosgate P1462 / 4 x 6"" Coaxial / 35/70 Watts RMS/MAX. / SPL 90 dB / 90 Hz - 22 kHz / ‡ 46 mm / Ø 92 x 147 mm";649;ICE-RF-hjt
86399;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/052a7463-6098-4729-a2c8-9c79088a8981/86399_default.jpg;RF T1572 Power Full-Range højt.sæt;"Rockford Fosgate T1572 / 5 x 7"" Coaxial / 70/140 Watts RMS/MAX. / SPL 87 dB  60 Hz - 22 kHz / ‡ 59 mm / Ø 127 x 178 mm";1179;ICE-RF-hjt
86458;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/c45a7f5f-80ef-4128-b6a7-0acd196dc01a/86458_default.png;RF T1650-S;Rockford Fosgate T1650-S EURO FIT / 16,5 cm (6.5”) Component System / 80/160 Watts RMS/MAX. / SPL 88 dB / 47 Hz - 22 kHz / ‡ 64 mm / Ø 142 mm;2149;ICE-RF-hjt
86512;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/90e89c57-6f67-497d-a727-662b80283e0f/86512_default.png;RF T1D215;Rockford Fosgate T1D215 / 38 cm (15”) Subwoofer / 1000/2000 Watts RMS/MAX. / 2 + 2 Ω / SPL 88 dB / ‡ 213 mm / Ø 354 mm;6429;ICE-RF-hjt
86517;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/44e86000-4108-4b99-b719-4975197e497a/86517_default.png;RF T1S-1X12;Rockford Fosgate T1S-1X12 / 30 cm (12”) Sealed Subwoofer System / 600/1200 Watts RMS/MAX. / 1 Ω / 37 x 80 x 15,9/10,7 cm;5899;ICE-RF-hjt
86521;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/e78fee3c-0727-4530-98f5-aebea3bef5fb/86521_default.jpg;RF T1S2-10;Rockford Fosgate T1S2-10 / 25 cm (10”) Subwoofer / 500/1000 Watts RMS/MAX. / 2 Ω / SPL 82 dB / ‡ 76,5 mm / Ø 232 mm;4609;ICE-RF-hjt
86544;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/337335d8-c947-4791-a45f-a50f1842159c/86544_default.png;RF P3SD4-10;Rockford Fosgate P3SD4-10 / 25 cm (10”) Subwoofer / 300/600 Watts RMS/MAX. / 4 + 4 Ω / SPL 83 dB / ‡ 89 mm / Ø 230 mm;1719;ICE-RF-hjt
86563;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/d7aedb35-c479-4fbc-9618-0cd89ae5f0c1/86563_default.png;RF P3D2-12;Rockford Fosgate P3D2-12 / 30 cm (12”) Subwoofer / 600/1200 Watts RMS/MAX. / 2 + 2 Ω / SPL 85 dB / ‡ 169 mm / Ø 285 mm;2469;ICE-RF-hjt
86564;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/94c233e6-cd66-4408-bd2f-5dcfebb02473/86564_default.jpg;RF P3D2-15;Rockford Fosgate P3D2-15 / 38 cm (15”) Subwoofer / 600/1200 Watts RMS/MAX. / 2 + 2 Ω / SPL 86 dB / ‡ 193 mm / Ø 353 mm;2899;ICE-RF-hjt
86565;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/de6accce-9e0f-4310-bbd8-fa113a3940bf/86562_default.jpg;RF P3D4-10;Rockford Fosgate P3D4-10 / 25 cm (10”) Subwoofer / 500/1000 Watts RMS/MAX. / 4 + 4 Ω / SPL 82 dB / ‡ 157 mm / Ø 232 mm;2039;ICE-RF-hjt
86576;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/9bab329c-d4f3-4216-9354-d245a18826bb/86576_default.png;RF P1S2-12;Rockford Fosgate P1S2-12 / 30 cm (12”) Subwoofer / 250/500 Watts RMS/MAX. / 2 Ω / SPL 86 dB / ‡ 153 mm / Ø 285 mm;1079;ICE-RF-hjt
86597;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/b8cc5e04-1dd6-4e7b-88c0-38c13df72156/86597_default.jpg;RF P2D4-12 DVC woofer 4 ohm;Rockford Fosgate P2D4-12 / 30 cm (12”) Subwoofer / 400/800 Watts RMS/MAX. / 4 + 4 Ω / SPL 86 dB / ‡ 163 mm / Ø 285 mm;1499;ICE-RF-hjt
86737-3;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/1f078c8b-ddd3-4a83-a8b1-6080018b498a/hd14u-stage3_1_default.jpg;RF HD14U-STAGE3;"Rockford Fosgate HD14U-STAGE3 / Power lydpakke til udvalgte Harley-Davidson® 2014+ modeller / Samlet udgangseffekt 400 Watt RMS / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte ledningsnet til Harley-Davidson®-modeller / T-sele integration understøtter front/bag fader kontrol / TM400X4ad Class-ad 4-kanals forstærker / TMS65 16,5 cm (6,5"") højtalere / TMS69BL14 15 x 23 cm (6 x 9"") Baglid-højttalere / RFK-HD14 forstærker ledningssæt / Se kompatibilitetsliste hos producenten";20039;ICE-RF-øvr
86816;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/019786e3-524a-4407-b0d7-b0d98d9918f5/86816_default.png;"RF P2-2X12 subkasse m/2x12"" St.2 woofere";Rockford Fosgate P2-2X12 / 2 x 30 cm (12”) Ported Subwoofer System / 800/1600 Watts RMS/MAX. / 1 Ω / 38,4 x 86 x 40 cm;5469;ICE-RF-hjt
86866;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/5d6e77f0-7ce6-4798-8142-57088ca6697e/86866_default.jpg;"RF P3SG-12 gitter i RF design 12""";"Rockford Fosgate P3SG-12 / 12"" Gitter til P3SD4-12 og P3SD2-12 Subwoofers";329;ICE-RF-div
86889;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/af72851a-1342-44e7-bde0-d1364ee2e2c5/86870_default.png;RF P1G-15;RF P1G-15;429;ICE-RF-div
86912;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/b50ad7bd-03b9-4cc4-b243-b3a1108012ef/86912_default.jpg;RF POP-186-XL t-shirt;;129;ICE-RF-div
86913;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/0cf1d888-3014-4d0f-b9ca-9df69bfeea0a/86913_default.jpg;RF POP-AUDIO-M t-shirt;;189;ICE-RF-div
86914;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/0e869d05-5d96-4dc9-ac94-67832ffd1d16/86914_default.jpg;RF POP-AUDIO-L t-shirt;;189;ICE-RF-div
87056;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/f92c51a5-5421-4eba-9241-f357526676c5/r165x3-group460x231_default.jpg;RF R165X3;16,5 cm Triaxial ;649;ICE-RF-hjt
87074;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/35a354ac-c068-49b2-9c8b-330bb8c41610/87074_default.png;"RF R2SD4-12"" Prime R2 Shallow subwoofer";"30 cm (12"") Shallow Subwoofer";1079;ICE-RF-hjt
87117;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/197ae6da-e817-4a9c-9754-7ee0065c0df1/87117_default.jpg;RF R2-500x4 Prime 4CH amp;Rockford Fosgate R2-500X4 / Class D 4-Channel Forstærker / 4 x 75/125 Watts/RMS @ 4/2 Ω / 2 x 250 Watts/RMS @ 4 Ω bridged / Highpass/Lowpass 50-250 Hz / Dimensions: 255 x 173 x 49 mm;2789;ICE-RF-amp
87122;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/927281b3-c421-4b14-a86e-b4d6399c050a/87122_default.jpg;RF R2-1200x1 Prime 1CH amp;Rockford Fosgate R2-1200X1 / Class D Mono Forstærker / 1 x 400/800/1200 Watts/RMS @ 4/2/1 Ω / Lowpass 50-250 Hz, Infrasonic 15-40 Hz / Dimensions: 285 x 173 x 49 mm;3539;ICE-RF-amp
16300;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/a14d8360-e806-4a2c-a9d3-52d778a7f387/16300_default.jpg;AMPIRE digital 24V forstærker 1x500W;24V mono-forstærker;1599;ICE-Ampire
16305;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/2cf18827-bd6e-4d1a-922f-86abe40e48f2/16305_default.jpg;AMPIRE digital 24V 4-kanals forstærker;24V 4-kanals forstærker;1599;ICE-Ampire
80894;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/ea14395a-0f23-4357-b100-f08499119d97/80894_default.jpg;RF RFIY-1M splitkabel (1-M til 2-F);Rockford Fosgate RFIY-1M / Twisted RCA Y-Adapter 1M/2F;109;ICE-RF-mon
80910;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/cfa384d4-e7e4-4de4-8ece-4a884e1d8a85/80910_default.jpg;RF RFD4 fordelerblok 1 ind/3 ud;Rockford Fosgate RFD4 / Platinum plated fordelerblok / 1 x 53,5 mm² Input + 3 x 21,1 mm² Output;219;ICE-RF-mon
80919;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/07878ed2-1d38-45a3-97fb-c70ff9a410bd/80919_default.png;RF RF-HLC High level converter;Rockford Fosgate RF-HLC / 2-Channel High-to-Low Converter / Til at forbinde højttalerkabler til RCA inputs hos Rockford Fosgate Forstærkere / Dimensions: 25,4 x 39,9 x 88,9 mm;219;ICE-RF-mon
81000;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/32fa94b2-2312-4bb0-8590-b339ecc04396/81000_default.jpg;RF RFK4 kabelkit;RFK4 / 4 AWG Power Installation Kit / 100% Pure Crystal-Oxygen Free Copper / 1 x 21,1 mm² Power Wire (red), 5,2 m / 1 x 21,1 mm² Ground Wire (transparent silver), 0,9 m / 1 x 60A ANL sikring inkl. sikringsholder / 1 x Remote Wire (blue), 6,1 m;859;ICE-RF-mon
81005;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/1dfb0929-88c5-4d1f-8378-0023d33bc35b/81005_01_default.jpg;RF RFK10;Rockford Fosgate RFK10 / 10 mm2 Forstærker Eco Installation Kit / 1 x 10 mm² Power Wire (red), 5 m / 1 x 10 mm² Ground Wire (silvergrey), 0.8 m / 1 x 5 m double shielded RCA Cable (black) / 1 x 0,5 mm² Remote Wire 5 m / 1 x AFS Acrylic sikringsholder with 40A Mini ANL sikring / Installationstilbehør;329;ICE-RF-mon
81200;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/1698a2e3-7385-44c7-a1dc-2b1975b94899/81200_default.jpg;RF RFC10HB digital kondensator 10 farad;Rockford Fosgate RFC10HB / 10 Farad energilagringsarmering / 10 Farad Hybrid Digital kondensator / Lav ESR (Equivilent Series Resistance) / Kulstofkondensator/elektrolytisk kondensator / (3) 1/0 AWG/4 AWG effektindgange / (3) 1/0 AWG/4 AWG jordindgange / Platinbelagte terminaler / Spændings/ampere meter / Mål: 57 x 165 x 260 mm;3859;ICE-RF-mon
84501;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/f0384386-ab4d-461a-af37-511425253db2/84501_default.jpg;RF R70-M;"Rockford Fosgate R70-M / LCD Monitor / 17,8 cm (7"") LCD/TFT-skærm / 1400 x 234 px / PAL/NTSC, OSD / Flad monteringsprofil / Optimeret til nakkestøtte-installationer / Separat distributionsboks inkl. kabelsæt / Fjernbetjening / Monteringsbeslag";1289;ICE-RF-hea
85152;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/de8cf228-7a16-4e48-8a7d-4190521d17ec/85152_default.png;RF P300X2;Rockford Fosgate P300X2 / Class-ab 2-Channel Forstærker / 2 x 100/150 Watts/RMS @ 4/2 Ω / 1 x 300 Watts/RMS @ 4 Ω bridged / Dimensions: 197 x 61 x 250 mm;2679;ICE-RF-amp
85153;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/9adf7c4b-1c75-47f4-90ce-0a61f51eb639/85153_0_default.png;RF P300-10;Rockford Fosgate P300-10 / 25 cm Sealed Powered Truck Enclosure / Output Power 300 Watts RMS / Dimensions: 33,8 x 55,2 x 20/12,2 cm;3139;ICE-RF-hjt
85175;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/2e517216-cfb0-448f-a375-18f6b3355db7/85175_default.png;RF T1000-4AD Power 4-kanals forstærker;Rockford Fosgate T1000-4AD / Class-ad 4-Channel Forstærker / 4 x 250 Watts/RMS @ 4/2/1 Ω / 2 x 500 Watts/RMS @ 4/2 Ω bridged / Dimensions: 207 x 54 x 379 mm;8679;ICE-RF-amp
85181;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/d0bf1e92-53d0-4e4a-93ad-8a61d40db035/85181_default.png;RF T750X1BD Mono-Block digital;Rockford Fosgate T750X1BD / Class-bd Mono Forstærker / 1 x 500 Watts/RMS @ 4 Ω / 1 x 750 Watts/RMS @ 2 Ω / 1 x 750 Watts/RMS @ 1 Ω / Dimensions: 108 x 41 x 211 mm;4179;ICE-RF-amp
85195;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/3e8106cc-5033-491f-9a33-104dbb2aacaa/85195_default.png;RF PBR300X2 Punch BRT forstærker;Rockford Fosgate PBR300X2 / Class-brt 2-Channel Forstærker / 2 x 100/150 Watts/RMS @ 4/2 Ω / 1 x 300 Watts/RMS @ 4 Ω bridged / Frequency Response 20Hz-20kHz +/-3db / Dimensions: 108 x 39 x 172 mm;2579;ICE-RF-amp
85220;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/eaeb1c8f-c33e-4d1f-bc10-c61e1ecdc84a/85220_default.png;RF T500X1 BR;Rockford Fosgate T500X1BR / Class-br Mono Forstærker / 1 x 175 Watts/RMS @ 4 Ω / 1 x 300 Watts/RMS @ 2 Ω / 1 x 500 Watts/RMS @ 1 Ω / Dimensions: 108 x 41 x 211 mm;3219;ICE-RF-amp
85304;rockford-fosgate;https://resources.chainbox.io/3/sec/public/pim/ce1ab9ba-e59a-4e9d-917f-12a3a0d0a2cd/85304_default.png;RF P1000X1BD;Rockford Fosgate P1000X1BD / Class-bd Mono Forstærker / 1 x 300/500/1000 Watts/RMS @ 4 /2/1 Ω / Highpass/Lowpass 50-250 Hz / Punch EQ 0-18 dB Bass Boost (45Hz) / Dimensions: 197 x 61 x 337 mm;4829;ICE-RF-amp
